code_uic,libelle,fret,voyageurs,code_ligne,rg_troncon,pk,commune,departemen,idreseau,idgaia,x_l93,y_l93,x_wgs84,y_wgs84,c_geo.lon,c_geo.lat,geo_point_2d.lon,geo_point_2d.lat,geo_shape.type,geo_shape.geometry.coordinates,geo_shape.geometry.type
87681361,Évry,N,O,745000,1,029+476,EVRY-COURCOURONNES,ESSONNE,4112,e0182ca4-19bf-11e5-82ff-01fc64e0362d,659630.9522999972,6837298.334600002,2.452145652339384,48.634608020746256,2.4521456523393836,48.634608020746256,2.452145652339383,48.63460802072307,Feature,"[2.452145652339383, 48.63460802072307]",Point
87171322,Breuil-Romain,N,O,205000,1,034+331,BREUIL-SUR-VESLE,MARNE,3388,e177f1d2-19bf-11e5-a6ff-01fc64e0362d,755779.8423999995,6912357.759199999,3.766878024994296,49.308381394703375,3.766878024994296,49.308381394703375,3.766878024994297,49.308381394683565,Feature,"[3.766878024994297, 49.308381394683565]",Point
87751602,L'Estaque,N,O,939001,1,851+699,MARSEILLE,BOUCHES-DU-RHONE,4569,29844138-dfbc-11e3-a2ff-01a464e0362d,888240.380400002,6254395.918499999,5.321378031505878,43.363795125943106,5.321378031505878,43.363795125943106,5.32137803150588,43.363795125919275,Feature,"[5.32137803150588, 43.363795125919275]",Point
87677120,St-Jean-de-Luz-Ciboure,N,O,655000,1,220+393,SAINT-JEAN-DE-LUZ,PYRENEES-ATLANTIQUES,6504,e199432a-19bf-11e5-a6ff-01fc64e0362d,322338.27910000086,6265205.758200001,-1.661120875576861,43.385630538051984,-1.6611208755768612,43.385630538051984,-1.6611208755768643,43.38563053802819,Feature,"[-1.661120875576864, 43.38563053802819]",Point
87328195,Thésée,N,O,593000,1,261+236,THESEE,LOIR-ET-CHER,6965,29d0af14-dfbc-11e3-a2ff-01a464e0362d,572517.1745999977,6692674.4070999995,1.312102893838652,47.3221316131585,1.3121028938386519,47.3221316131585,1.3121028938386505,47.32213161314563,Feature,"[1.312102893838651, 47.32213161314563]",Point
87574541,Pezou,O,O,550000,1,165+506,PEZOU,LOIR-ET-CHER,5988,e155969c-19bf-11e5-a6ff-01fc64e0362d,561023.4117999971,6753521.040199999,1.141013622640016,47.86735974833991,1.1410136226400156,47.86735974833991,1.141013622640014,47.867359748328624,Feature,"[1.141013622640014, 47.867359748328624]",Point
87345447,Aubigny-au-Bac,N,O,259000,2,208+816,AUBIGNY-AU-BAC,NORD,2974,29979b04-dfbc-11e3-a2ff-01a464e0362d,711298.9795000032,7018961.626600001,3.158284448868986,50.268474966278646,3.158284448868986,50.268474966278646,3.158284448868986,50.26847496626335,Feature,"[3.158284448868986, 50.26847496626335]",Point
87147322,Meuse-TGV,N,O,005000,1,213+572,LES TROIS-DOMAINES,MEUSE,92611,c0deab6a-f312-11e3-90ff-015864e0362d,866417.5962999985,6877792.573399998,5.273714507612137,48.978506341284344,5.273714507612137,48.978506341284344,5.27371450761214,48.97850634126289,Feature,"[5.27371450761214, 48.97850634126289]",Point
87581751,Pessac,N,O,655000,1,006+995,PESSAC,GIRONDE,5976,d9a1b1d8-6667-11e3-89ff-01f464e0362d,412903.7802999988,6418290.000100002,-0.631981201223286,44.80432882276649,-0.631981201223286,44.80432882276649,-0.6319812012232893,44.80432882274637,Feature,"[-0.631981201223289, 44.80432882274637]",Point
87144642,Étival-Clairefontaine,O,O,067000,1,424+125,ETIVAL-CLAIREFONTAINE,VOSGES,4098,e19286d6-19bf-11e5-a6ff-01fc64e0362d,987024.4240000024,6814419.651700001,6.876938197790184,48.366653447336276,6.876938197790184,48.366653447336276,6.876938197790187,48.366653447311684,Feature,"[6.876938197790187, 48.366653447311684]",Point
87381889,Herblay,N,O,334000,1,019+714,HERBLAY-SUR-SEINE,VAL-D'OISE,4438,e017cd5a-19bf-11e5-82ff-01fc64e0362d,638662.4560000002,6877035.9683,2.161872775865862,48.990322193724175,2.1618727758658616,48.990322193724175,2.1618727758658607,48.99032219370279,Feature,"[2.161872775865861, 48.99032219370279]",Point
87212027,Strasbourg-Ville,O,O,115000,1,000+000,STRASBOURG,BAS-RHIN,6900,c0203502-f312-11e3-90ff-015864e0362d,1048789.6657999977,6841859.7652,7.731594953278417,48.58287025491014,7.731594953278417,48.58287025491014,7.731594953278424,48.58287025488667,Feature,"[7.731594953278424, 48.58287025488667]",Point
87723452,Cessieu,N,O,905000,1,050+621,CESSIEU,ISERE,3538,2935242e-dfbc-11e3-a2ff-01a464e0362d,885364.0204999968,6498506.121100001,5.376503013725852,45.560946177685025,5.376503013725852,45.560946177685025,5.376503013725854,45.560946177667006,Feature,"[5.376503013725854, 45.560946177667006]",Point
87712521,Chemin-Peseux,O,N,868000,1,359+327,PESEUX,JURA,9258,e54dda6e-6667-11e3-a7ff-01f464e0362d,878135.8187000006,6657593.272500001,5.344425867939907,46.99475783909085,5.344425867939907,46.99475783909085,5.344425867939908,46.99475783907703,Feature,"[5.344425867939908, 46.99475783907703]",Point
87171348,Bazoches,N,O,205000,1,023+200,BAZOCHES-ET-SAINT-THIBAUT,AISNE,3122,e0143afc-19bf-11e5-82ff-01fc64e0362d,744842.5100999996,6911916.315299999,3.616467770361404,49.305274498556166,3.6164677703614037,49.305274498556166,3.6164677703614037,49.305274498536335,Feature,"[3.616467770361404, 49.305274498536335]",Point
87713842,Gemeaux,N,O,849000,1,341+953,GEMEAUX,COTE-D'OR,4279,d9940b68-6667-11e3-89ff-01f464e0362d,860379.1291999966,6710805.3464,5.129734642399783,47.47814146694035,5.129734642399783,47.47814146694035,5.129734642399786,47.47814146692794,Feature,"[5.129734642399786, 47.47814146692794]",Point
87296376,Clermont-les-Fermes,O,N,228000,1,165+672,CLERMONT-LES-FERMES,AISNE,3748,e54ec430-6667-11e3-a7ff-01f464e0362d,767924.7873999998,6951862.236200001,3.94030338978631,49.662228873623384,3.94030338978631,49.662228873623384,3.94030338978631,49.662228873605294,Feature,"[3.94030338978631, 49.662228873605294]",Point
87491316,Le Douhet-Écoyeux,O,N,500000,1,478+534,LE DOUHET,CHARENTE-MARITIME,4931,d9bc048a-6667-11e3-89ff-01f464e0362d,423676.6328999996,6529999.300099999,-0.559544832069206,45.813563943665976,-0.559544832069206,45.813563943665976,-0.5595448320692088,45.8135639436487,Feature,"[-0.559544832069209, 45.8135639436487]",Point
87172627,Monthois,O,N,210000,1,037+694,MONTHOIS,ARDENNES,8358,e54fe516-6667-11e3-a7ff-01f464e0362d,824511.9086000025,6915267.6521000005,4.712480189517033,49.324836500040774,4.712480189517033,49.324836500040774,4.712480189517035,49.32483650002104,Feature,"[4.712480189517035, 49.32483650002104]",Point
87113704,Rosny-sous-Bois,N,O,001000,1,012+631,ROSNY-SOUS-BOIS,SEINE-SAINT-DENIS,6305,c0a659c0-f312-11e3-90ff-015864e0362d,662300.1758000031,6863509.806899998,2.486053771443001,48.87051086552947,2.486053771443001,48.87051086552947,2.486053771443,48.87051086550748,Feature,"[2.486053771443, 48.87051086550748]",Point
87118000,Troyes,O,O,012000,1,166+193,SAINT-JULIEN-LES-VILLAS,AUBE,7046,2968a9a6-dfbc-11e3-a2ff-01a464e0362d,781119.6616000012,6796963.829399999,4.093255492388044,48.267956881185235,4.093255492388044,48.267956881185235,4.093255492388044,48.26795688117512,Feature,"[4.093255492388044, 48.26795688117512]",Point
87313221,Ailly-sur-Noye,O,O,272000,1,111+073,AILLY-SUR-NOYE,SOMME,2819,d98e691e-6667-11e3-89ff-01f464e0362d,654160.9275000021,6961952.141600002,2.364295000500494,49.75486539962855,2.364295000500494,49.75486539962855,2.3642950005004932,49.75486539961089,Feature,"[2.364295000500493, 49.75486539961089]",Point
87144436,Éloyes,N,O,060000,1,018+229,ELOYES,VOSGES,4036,29935c30-dfbc-11e3-a2ff-01a464e0362d,967950.0565000027,6782414.671300001,6.59997034529485,48.087125849744865,6.5999703452948495,48.087125849744865,6.599970345294853,48.08712584973423,Feature,"[6.599970345294853, 48.08712584973423]",Point
87343608,Onnaing,O,N,262000,1,255+460,ONNAING,NORD,5859,e5402340-6667-11e3-a7ff-01f464e0362d,742823.6640999988,7032875.023699999,3.60137914801559,50.3920291158138,3.6013791480155897,50.3920291158138,3.6013791480155906,50.392029115799076,Feature,"[3.601379148015591, 50.392029115799076]",Point
87485169,Aytré,O,N,538000,1,135+989,AYTRE,CHARENTE-MARITIME,3045,e032f51a-19bf-11e5-82ff-01fc64e0362d,382741.2800000012,6567993.181899998,-1.111441379649935,46.13739588840414,-1.111441379649935,46.13739588840414,-1.111441379649938,46.13739588838779,Feature,"[-1.111441379649938, 46.13739588838779]",Point
87287102,Lezennes,N,O,269000,1,002+932,LILLE,NORD,5149,2970029c-dfbc-11e3-a2ff-01a464e0362d,707065.737999998,7058175.585900001,3.099675595055702,50.62054878580979,3.0996755950557016,50.62054878580979,3.0996755950557016,50.62054878579607,Feature,"[3.099675595055702, 50.62054878579607]",Point
87755306,La Garde,N,O,930000,1,074+303,LA GARDE,VAR,4673,d9e5cce2-6667-11e3-89ff-01f464e0362d,945102.5354000032,6229047.960900001,6.010088274585391,43.11864738966461,6.010088274585391,43.11864738966461,6.010088274585394,43.1186473896402,Feature,"[6.010088274585394, 43.1186473896402]",Point
87313734,Grandvilliers,O,O,325000,1,111+818,GRANDVILLIERS,OISE,4352,c05689ca-f312-11e3-90ff-015864e0362d,623332.8990999982,6951642.824999999,1.938728682479368,49.659261837963996,1.9387286824793684,49.659261837963996,1.9387286824793675,49.65926183794588,Feature,"[1.938728682479367, 49.65926183794588]",Point
87784702,Serdinya,N,O,669000,1,004+990,SERDINYA,PYRENEES-ORIENTALES,6823,d9bb062c-6667-11e3-89ff-01f464e0362d,644353.4924999997,6163264.616099998,2.323221995415574,42.56698185636394,2.3232219954155737,42.56698185636394,2.3232219954155737,42.566981856338316,Feature,"[2.323221995415574, 42.566981856338316]",Point
87313759,Abancourt,N,O,321000,1,050+840,ABANCOURT,OISE,2787,295fd798-dfbc-11e3-a2ff-01a464e0362d,611530.9091999978,6954737.778999999,1.774718285053579,49.68553371297622,1.774718285053579,49.68553371297622,1.774718285053578,49.68553371295825,Feature,"[1.774718285053578, 49.68553371295825]",Point
87763029,Valence-TGV,N,O,908000,1,010+500,ALIXAN,DROME,9563,d9a0392e-6667-11e3-89ff-01f464e0362d,855912.3266000003,6434566.329399999,4.978549257404847,44.99274215354382,4.978549257404847,44.99274215354382,4.978549257404849,44.992742153524226,Feature,"[4.978549257404849, 44.992742153524226]",Point
87592717,Saillat-Chassenon,O,O,610000,2,446+808,SAILLAT-SUR-VIENNE,HAUTE-VIENNE,6349,d9e60374-6667-11e3-89ff-01f464e0362d,530264.4742000028,6532338.328400001,0.811741675479887,45.86954035138914,0.8117416754798872,45.86954035138914,0.8117416754798856,45.86954035137201,Feature,"[0.811741675479886, 45.86954035137201]",Point
87471318,St-Armel,N,O,466000,1,046+841,SAINT-ARMEL,ILLE-ET-VILAINE,6374,e19596a8-19bf-11e5-a6ff-01fc64e0362d,357602.494599998,6778162.1686,-1.594854775231689,48.01416047020141,-1.5948547752316886,48.01416047020141,-1.5948547752316924,48.014160470190575,Feature,"[-1.594854775231692, 48.014160470190575]",Point
87764357,Bollène-la-Croisière,O,O,830000,1,694+357,BOLLENE,VAUCLUSE,3278,d9c18e4c-6667-11e3-89ff-01f464e0362d,836340.7912999988,6353977.326499999,4.708148184793457,44.271542331649364,4.7081481847934565,44.271542331649364,4.7081481847934565,44.27154233162783,Feature,"[4.708148184793457, 44.27154233162783]",Point
87313486,Nesle,O,O,261000,1,046+893,NESLE,SOMME,5756,d96e26d2-6667-11e3-89ff-01f464e0362d,693439.5986000001,6962796.446199998,2.909003683132353,49.7640751454266,2.909003683132353,49.7640751454266,2.909003683132353,49.76407514540898,Feature,"[2.909003683132353, 49.76407514540898]",Point
87618082,Golfech,N,O,640000,1,158+020,GOLFECH,TARN-ET-GARONNE,4326,d9782362-6667-11e3-89ff-01f464e0362d,528220.5870999992,6337580.171,0.853637697839654,44.116212667357935,0.8536376978396543,44.116212667357935,0.8536376978396527,44.116212667335994,Feature,"[0.853637697839653, 44.116212667335994]",Point
87694141,Étang,N,O,760000,1,104+678,ETANG-SUR-ARROUX,SAONE-ET-LOIRE,4094,c0d4d770-f312-11e3-90ff-015864e0362d,790162.6235999987,6641547.216600001,4.183713530019221,46.868012419549025,4.183713530019221,46.868012419549025,4.183713530019221,46.868012419534814,Feature,"[4.183713530019221, 46.868012419534814]",Point
87478511,Louverné,N,O,420000,1,294+630,LOUVERNE,MAYENNE,5249,297a1076-dfbc-11e3-a2ff-01a464e0362d,423658.4935000017,6785223.8332,-0.714321788569237,48.10888106533703,-0.7143217885692368,48.10888106533703,-0.7143217885692399,48.10888106532646,Feature,"[-0.71432178856924, 48.10888106532646]",Point
87615245,Tessonnières,O,O,718000,1,338+734,GAILLAC,TARN,6953,d98af86c-6667-11e3-89ff-01f464e0362d,614707.6556999981,6314987.3946,1.937882599131063,43.92872774567249,1.9378825991310629,43.92872774567249,1.937882599131062,43.92872774565004,Feature,"[1.937882599131062, 43.92872774565004]",Point
87747477,Goncelin,N,O,909000,1,030+694,GONCELIN,ISERE,4327,e15ddbb0-19bf-11e5-a6ff-01fc64e0362d,932862.4944999963,6475784.032400001,5.973982765486262,45.34197077504866,5.973982765486262,45.34197077504866,5.973982765486266,45.34197077503003,Feature,"[5.973982765486266, 45.34197077503003]",Point
87394171,La Villette-St-Prest,N,O,420000,1,081+527,SAINT-PREST,EURE-ET-LOIR,4787,c0df9cb8-f312-11e3-90ff-015864e0362d,590857.4997000024,6821282.910999998,1.523025386051404,48.48261879661532,1.5230253860514043,48.48261879661532,1.5230253860514034,48.48261879659133,Feature,"[1.523025386051403, 48.48261879659133]",Point
87611442,Fenouillet,O,N,640000,1,247+187,FENOUILLET,HAUTE-GARONNE,9071,e5411842-6667-11e3-a7ff-01f464e0362d,571103.2449000031,6288517.871199999,1.401686001123261,43.68395477899149,1.4016860011232608,43.68395477899149,1.40168600112326,43.683954778968435,Feature,"[1.40168600112326, 43.683954778968435]",Point
87174698,Connantre,O,N,010000,1,039+072,CONNANTRE,MARNE,8327,e546aa76-6667-11e3-a7ff-01f464e0362d,767930.4912,6848331.4388,3.923618975280735,48.73153220286092,3.923618975280735,48.73153220286092,3.923618975280736,48.731532202838224,Feature,"[3.923618975280736, 48.731532202838224]",Point
87721423,Lozanne,O,O,775000,1,095+521,LOZANNE,RHONE,5254,d9c126ee-6667-11e3-89ff-01f464e0362d,830559.1662999988,6529657.715399999,4.682629820999579,45.85405491937336,4.682629820999579,45.85405491937336,4.68262982099958,45.854054919356194,Feature,"[4.68262982099958, 45.854054919356194]",Point
87144873,Anould,O,N,064000,1,003+166,ANOULD,VOSGES,2902,e5404f32-6667-11e3-a7ff-01f464e0362d,993467.0082999989,6795127.061700001,6.950788899979504,48.190411211355396,6.950788899979504,48.190411211355396,6.950788899979506,48.19041121134506,Feature,"[6.950788899979506, 48.19041121134506]",Point
87671263,Roquefort (Landes),O,N,642000,1,153+458,ROQUEFORT,LANDES,6296,d9a4dd3a-6667-11e3-89ff-01f464e0362d,433573.503700003,6332312.937899999,-0.32504553826494,44.039325246507865,-0.32504553826493954,44.039325246507865,-0.32504553826494154,44.039325246485724,Feature,"[-0.325045538264942, 44.039325246485724]",Point
87582858,Gironde,N,O,640000,1,055+435,GIRONDE-SUR-DROPT,GIRONDE,4315,d99d067e-6667-11e3-89ff-01f464e0362d,454605.00400000066,6391905.936900001,-0.091953787971817,44.58299090218213,-0.09195378797181691,44.58299090218213,-0.09195378797181851,44.582990902161406,Feature,"[-0.091953787971819, 44.582990902161406]",Point
87734723,Vorey,N,O,798000,1,073+095,VOREY,HAUTE-LOIRE,7326,d9a12334-6667-11e3-89ff-01f464e0362d,771536.8153999969,6454257.8336,3.910845069786845,45.183917174735306,3.9108450697868453,45.183917174735306,3.9108450697868453,45.18391717471625,Feature,"[3.910845069786845, 45.18391717471625]",Point
87781161,Coursan,N,O,640000,1,412+069,COURSAN,AUDE,3850,d98fa138-6667-11e3-89ff-01f464e0362d,704179.3466000035,6237222.245099999,3.051416551996191,43.23418716654783,3.0514165519961907,43.23418716654783,3.0514165519961907,43.23418716652368,Feature,"[3.051416551996191, 43.23418716652368]",Point
87775346,Boucoiran,N,O,790000,1,693+142,BOUCOIRAN-ET-NOZIERES,GARD,3310,d97e50ba-6667-11e3-89ff-01f464e0362d,795256.9020999968,6322241.681400001,4.18754351808406,43.99273014025837,4.18754351808406,43.99273014025837,4.187543518084061,43.992730140236084,Feature,"[4.187543518084061, 43.992730140236084]",Point
87413716,Jacques-Monod-La Demi-Lieue,N,O,361000,1,225+680,MONTIVILLIERS,SEINE-MARITIME,4649,2933a8da-dfbc-11e3-a2ff-01a464e0362d,496224.3496999964,6940041.054299999,0.185965204616912,49.52699924587134,0.1859652046169117,49.52699924587134,0.1859652046169097,49.5269992458526,Feature,"[0.18596520461691, 49.5269992458526]",Point
